HD 65486    38939 54.91 1.15 4678  29 0.326 0.005  7.934  8.400 1.050 0.605 0.530 6.51 0.02 5.94 0.02 5.83 0.02 -0.24  0.07 e
HD 67199    39342 57.88 0.58 5148  44 0.425 0.008  6.943  7.166 0.889 0.480 0.416 5.65 0.02 5.23 0.03 5.11 0.02  0.03 -0.04 b
HD 73524    42291 36.40 0.57 5978  60 0.389 0.009  6.486  6.530 0.600 0.330 0.310 5.46 0.02 5.21 0.03 5.10 0.03  0.12 -0.00 b
HD 85512    48331 89.67 0.82 4429 134 0.557 0.034  7.008  7.670 1.190 0.720 0.622 5.45 0.02 5.00 0.03 4.72 0.02 -0.18  0.06 d
HD 87007    49161 23.23 1.41 5260  44 0.187 0.004  8.632  8.802 0.821 0.445 0.391 7.35 0.02 6.97 0.03 6.89 0.04  0.27  0.00 j
HD 89813    50782 37.30 1.31 5372  51 0.286 0.006  7.618  7.769 0.784 0.423 0.383 6.40 0.03 6.03 0.04 5.91 0.02 -0.17  0.06 f
HD 90663    51254 39.75 1.54 4936  43 0.258 0.005  8.209  8.530 0.920 0.541 0.439 6.85 0.02 6.39 0.02 6.26 0.02 -0.29  0.08 f
HD 92786    52470 39.56 0.99 5301  69 0.265 0.007  7.841  8.020 0.750 0.427 0.385 6.57 0.02 6.23 0.02 6.13 0.02 -0.29  0.08 f
HD 94028    53070 19.23 1.13 6091  68 0.180 0.004  8.078  8.218 0.482 0.306 0.330 7.13 0.02 6.85 0.02 6.83 0.02 -1.49  0.37 i
HD 97320    54641 17.77 0.76 6142  51 0.180 0.003  8.042  8.161 0.481 0.295 0.312 7.14 0.02 6.87 0.03 6.79 0.02 -1.28  0.30 i
HD 98281    55210 45.48 1.00 5416  58 0.353 0.008  7.125  7.275 0.747 0.413 0.375 5.91 0.02 5.57 0.03 5.46 0.03 -0.20  0.04 b
HD 103072   57866 39.48 1.58 5058  52 0.255 0.006  8.129  8.400 0.850 0.501 0.426 6.78 0.03 6.36 0.02 6.27 0.02 -0.30  0.08 f
HD 105671   59296 49.72 1.00 4604  53 0.339 0.008  7.918  8.440 1.135 0.660 0.545 6.44 0.02 5.91 0.04 5.76 0.02  0.20  0.00 e
HD 106156   59572 32.30 1.02 5428  45 0.259 0.005  7.788  7.918 0.800 0.426 0.365 6.57 0.02 6.23 0.04 6.12 0.03  0.23 -0.03 b
HD 106516   59750 44.34 1.01 6296 135 0.431 0.019  6.038  6.104 0.466 0.286 0.285 5.13 0.02 5.00 0.05 4.84 0.02 -0.78  0.37 k
HD 108564   60853 35.30 1.20 4660  44 0.203 0.004  8.980  9.450 0.964 0.597 0.535 7.55 0.02 6.99 0.03 6.90 0.02 -1.18  0.40 n
HD 109200   61291 61.83 0.63 5142  67 0.431 0.012  6.917  7.143 0.848 0.480 0.416 5.63 0.03 5.23 0.03 5.07 0.02 -0.24  0.07 d
HD 112099   62942 38.12 1.44 5082  60 0.267 0.007  8.008  8.250 0.852 0.480 0.425 6.66 0.03 6.27 0.04 6.15 0.02  0.09  0.01 f
HD 114094   64103 14.41 1.48 5643  35 0.106 0.002  9.559  9.668 0.696 0.385 0.361 8.43 0.02 8.09 0.04 8.02 0.03 -0.24  0.06 l
HD 119173   66815 17.57 1.11 5980  52 0.138 0.003  8.735  8.828 0.552 0.325 0.327 7.73 0.02 7.46 0.03 7.39 0.02 -0.62  0.15 i
HD 120467   67487 70.49 1.01 4406  46 0.458 0.010  7.456  8.170 1.270 0.755 0.640 5.92 0.02 5.32 0.02 5.16 0.02  0.24  0.17 m
HD 120559   67655 40.02 1.00 5446  46 0.254 0.005  7.816  7.971 0.659 0.376 0.379 6.63 0.03 6.27 0.04 6.20 0.02 -0.94  0.33 i
HD 120780   67742 60.86 0.95 5046  41 0.413 0.007  7.092  7.370 0.900 0.495 0.480 5.78 0.02 5.32 0.02 5.19 0.02 -0.17  0.06 e
HD 124106   69357 43.35 1.40 5103  57 0.306 0.007  7.694  7.938 0.869 0.480 0.426 6.36 0.02 5.95 0.02 5.86 0.02 -0.10  0.00 b
HD 126681   70681 19.16 1.44 5630  46 0.129 0.002  9.143  9.296 0.601 0.359 0.368 8.04 0.02 7.71 0.04 7.63 0.02 -1.14  0.32 i
HD 127506   70950 45.46 1.03 4662  92 0.286 0.012  8.234  8.702 1.029 0.624 0.501 6.76 0.02 6.31 0.04 6.14 0.02 -0.40  0.11 f
HD 129518   71939 14.31 1.49 6272  61 0.124 0.003  8.760  8.809 0.483 0.288 0.287 7.87 0.02 7.62 0.04 7.54 0.02 -0.34  0.09 i
HD 130307   72312 50.84 1.04 5033  43 0.346 0.007  7.487  7.761 0.896 0.500 0.435 6.15 0.02 5.69 0.02 5.61 0.02 -0.16  0.03 b
HD 130322   72339 33.60 1.51 5426  31 0.246 0.003  7.901  8.046 0.786 0.423 0.381 6.71 0.02 6.32 0.03 6.23 0.02  0.03  0.02 h
HD 130871   72577 32.53 1.56 4845  42 0.213 0.004  8.706  9.073 0.972 0.553 0.477 7.31 0.02 6.80 0.03 6.72 0.02 -0.16  0.06 b
HD 130992   72688 58.96 1.05 4796  48 0.395 0.009  7.409  7.804 1.014 0.583 0.486 5.99 0.02 5.49 0.02 5.39 0.03 -0.06  0.04 d
HD 132142   73005 41.83 0.63 5226  59 0.311 0.007  7.555  7.770 0.769 0.449 0.417 6.27 0.02 5.89 0.02 5.80 0.02 -0.54  0.24 a
HD 134440   74234 33.68 1.67 4883  41 0.175 0.003  9.099  9.420 0.869 0.497 0.478 7.76 0.03 7.28 0.04 7.15 0.02 -1.45  0.19 i
HD 136834   75266 39.35 1.37 4955  58 0.285 0.007  7.976  8.281 0.992 0.548 0.438 6.60 0.03 6.18 0.04 6.04 0.02  0.19 -0.00 j
HD 142709   78170 68.18 1.02 4526  52 0.425 0.011  7.502  8.060 1.120 0.670 0.565 6.03 0.02 5.45 0.05 5.28 0.02 -0.17  0.06 d
HD 144579   78775 69.61 0.57 5251  77 0.506 0.015  6.478  6.660 0.734 0.402 0.386 5.18 0.02 4.82 0.02 4.76 0.02 -0.69  0.31 m
HD 144628   79190 69.66 0.90 5083  40 0.454 0.008  6.855  7.110 0.860 0.480 0.445 5.55 0.02 5.10 0.02 4.98 0.03 -0.33  0.09 e
HD 144872   78913 42.57 0.86 4792  64 0.277 0.008  8.183  8.580 0.963 0.568 0.470 6.76 0.03 6.29 0.02 6.16 0.02 -0.64  0.18 f
HD 145417   79537 72.75 0.82 4907  36 0.411 0.007  7.223  7.530 0.830 0.480 0.460 5.89 0.02 5.39 0.03 5.29 0.02 -1.39  0.33 i
HD 147776   80366 46.44 1.20 4751  48 0.301 0.007  8.040  8.420 0.970 0.538 0.482 6.62 0.02 6.11 0.05 6.00 0.02 -0.29  0.10 b
HD 149414   81170 20.71 1.50 5090  50 0.144 0.003  9.342  9.607 0.746 0.447 0.453 8.06 0.02 7.64 0.04 7.52 0.02 -1.26  0.35 k
HD 154577   83990 73.07 0.91 4882  38 0.447 0.008  7.064  7.395 0.890 0.515 0.465 5.69 0.02 5.20 0.02 5.09 0.02 -0.63  0.17 d
HD 161848   87089 26.16 1.16 5093  72 0.196 0.006  8.670  8.912 0.823 0.474 0.424 7.34 0.02 6.96 0.04 6.82 0.02 -0.39  0.19 b
HD 166913   89554 16.09 1.04 6273  69 0.170 0.004  8.074  8.216 0.449 0.290 0.312 7.20 0.02 6.95 0.03 6.92 0.02 -1.54  0.37 i
HD 170493   90656 53.30 1.05 4671  98 0.387 0.017  7.569  8.036 1.106 0.631 0.505 6.07 0.02 5.64 0.05 5.48 0.02  0.15  0.00 d
HD 179949   94645 36.97 0.80 6200 104 0.407 0.014  6.229  6.240 0.540 0.307 0.288 5.30 0.03 5.10 0.04 4.94 0.02  0.22  0.00 h
HD 190007   98698 76.26 1.03 4637  51 0.523 0.012  6.946  7.460 1.140 0.670 0.535 5.48 0.02 4.96 0.03 4.80 0.02  0.15  0.15 m
HD 193901  100568 22.88 1.24 5905  56 0.157 0.003  8.509  8.642 0.546 0.332 0.346 7.50 0.02 7.22 0.04 7.14 0.02 -1.09  0.15 i
HD 200779  104092 67.38 1.35 4430  66 0.427 0.013  7.584  8.270 1.220 0.740 0.625 6.04 0.02 5.49 0.03 5.31 0.02  0.06  0.23 m
HD 202575  105038 61.83 1.06 4741  35 0.392 0.007  7.475  7.897 1.020 0.602 0.499 6.07 0.02 5.53 0.02 5.39 0.02  0.04  0.01 b
HD 202751  105152 52.03 1.23 4809  35 0.333 0.006  7.768  8.160 0.990 0.580 0.495 6.37 0.02 5.85 0.03 5.74 0.02 -0.10  0.08 b
HD 213042  110996 64.74 1.07 4721  58 0.447 0.012  7.209  7.640 1.100 0.626 0.502 5.77 0.02 5.28 0.05 5.11 0.02  0.19  0.14 j
HD 214749  111960 73.85 1.13 4548  81 0.471 0.017  7.257  7.810 1.130 0.685 0.565 5.77 0.02 5.26 0.04 5.04 0.02  0.12  0.01 e
HD 215152  112190 46.46 1.31 4870  59 0.327 0.009  7.753  8.096 0.961 0.551 0.455 6.35 0.02 5.89 0.03 5.78 0.03 -0.17  0.06 f
HD 215500  112245 39.82 0.71 5485  57 0.312 0.007  7.338  7.480 0.717 0.402 0.369 6.14 0.03 5.80 0.04 5.73 0.02 -0.34  0.09 f
HD 216259  112870 47.56 1.18 4957  61 0.283 0.007  7.989  8.294 0.842 0.503 0.441 6.61 0.02 6.18 0.02 6.08 0.02 -0.63  0.27 b
HD 218502  114271 14.33 1.20 6324  64 0.165 0.004  8.104  8.256 0.420 0.280 0.300 7.26 0.02 7.02 0.03 6.97 0.02 -1.87  0.43 i
HD 219538  114886 41.33 0.97 5051  58 0.295 0.007  7.818  8.051 0.893 0.462 0.409 6.47 0.03 6.05 0.04 5.96 0.03 -0.04 -0.01 b
HD 220339  115445 51.37 1.25 5008  51 0.345 0.007  7.515  7.780 0.890 0.495 0.450 6.20 0.02 5.74 0.04 5.59 0.02 -0.31  0.05 b
HD 221239  116005 38.98 1.10 4954  78 0.276 0.009  8.047  8.331 0.900 0.476 0.440 6.66 0.03 6.26 0.04 6.14 0.02 -0.46  0.12 f
HD 222335  116763 53.52 0.86 5306  37 0.390 0.006  6.998  7.180 0.810 0.450 0.400 5.79 0.03 5.33 0.03 5.26 0.02 -0.16  0.10 h
HD 225261     400 39.06 0.93 5286  55 0.290 0.007  7.658  7.826 0.752 0.421 0.380 6.40 0.02 6.03 0.04 5.93 0.02 -0.44  0.17 b
HD 230409   93341 15.62 1.83 5485  50 0.096 0.002  9.898 10.070 0.690 0.400 0.390 8.73 0.02 8.35 0.02 8.32 0.02 -1.00  0.35 n
HD 263175   32423 40.02 1.22 4818  46 0.246 0.005  8.417  8.810 0.960 0.570 0.490 7.02 0.02 6.52 0.03 6.42 0.02 -0.59  0.16 f
BD+09 2879  70152 15.13 1.87 4887  35 0.103 0.002 10.246 10.600 0.988 0.566 0.471 8.86 0.02 8.37 0.02 8.27 0.02 -0.05  0.04 o
BD+24 4460 107314 22.39 1.41 5152  61 0.148 0.004  9.230  9.463 0.772 0.445 0.409 7.93 0.02 7.51 0.03 7.46 0.02 -0.89  0.28 n
BD+41 3306  94931 28.28 0.86 4986  45 0.212 0.004  8.592  8.870 0.806 0.471 0.442 7.24 0.03 6.77 0.05 6.70 0.02 -0.62  0.17 n
BD+51 1696  57450 13.61 1.54 5721  62 0.094 0.002  9.760  9.916 0.568 0.354 0.361 8.68 0.02 8.38 0.03 8.31 0.02 -1.48  0.33 p
BD-01 306   10449 16.17 1.34 5771  50 0.133 0.002  8.969  9.084 0.583 0.341 0.355 7.90 0.02 7.59 0.04 7.52 0.03 -0.96  0.36 b
BD-11 4126  80295 20.67 2.17 4788  36 0.121 0.002  9.986 10.383 1.023 0.585 0.482 8.58 0.03 8.06 0.03 7.95 0.03  0.20 -0.01 q
CD-35 360    5004 16.28 1.76 5227  32 0.099 0.002 10.040 10.266 0.758 0.442 0.435 8.82 0.02 8.36 0.03 8.28 0.02 -1.15  0.39 i
CD-41 6367  54538 16.39 1.24 5219  45 0.125 0.002  9.540  9.738 0.785 0.437 0.408 8.29 0.03 7.88 0.04 7.76 0.03 -0.32  0.09 e
